date,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder
2007-02-13,1414.5460000000003,134.67799999999968,241.16685416666652,4.143750000000003,0.0,2828.0,6256.0,14491.766666666686
2007-02-14,2498.6719999999964,202.5060000000002,240.3753888888889,7.315138888888896,3295.0,3793.0,11579.0,22977.533333333362
2007-02-15,1985.3459999999977,165.9639999999999,240.6692222222218,5.82027777777778,0.0,2363.0,14028.0,16698.099999999977
2007-02-16,1702.5279999999975,151.68599999999992,240.82094444444454,5.046527777777746,1148.0,859.0,8689.0,17679.46666666663
2007-02-17,2076.9120000000025,238.96800000000033,239.31603472222199,6.129166666666671,1765.0,2226.0,7157.0,23467.200000000004
2007-02-18,3829.762000000007,255.52200000000042,239.170805555556,11.23888888888887,6107.0,8003.0,13129.0,36590.366666666756
2007-02-19,2186.6139999999978,176.58400000000003,239.7895833333335,6.442222222222232,1634.0,2900.0,13085.0,18824.566666666648
2007-02-20,3149.928000000004,187.15799999999962,239.86544444444465,9.16847222222227,2058.0,5191.0,9713.0,35536.79999999995
2007-02-21,2072.8740000000025,189.8700000000003,240.46096527777712,6.074444444444444,3527.0,2332.0,11548.0,17140.899999999976
2007-02-22,3377.4199999999955,138.14399999999978,238.62018055555507,9.880277777777751,1409.0,4165.0,12285.0,38431.33333333329
2007-02-23,1313.4800000000025,149.34400000000005,240.68596527777737,3.825416666666619,0.0,503.0,10786.0,10602.333333333323
2007-02-24,714.9220000000016,122.20199999999963,239.86310416666686,2.0858333333333583,0.0,363.0,3562.0,7990.366666666678
2007-02-25,501.74000000000103,113.7359999999999,241.68154861111094,1.4622222222222236,0.0,329.0,1660.0,6373.333333333355
2007-02-26,568.484,108.27999999999987,241.27359027777788,1.658888888888888,0.0,331.0,2830.0,6313.733333333344
2007-02-27,518.1119999999974,113.20399999999992,242.9442708333336,1.5245833333333407,0.0,314.0,1924.0,6397.199999999985
2007-02-28,520.774000000001,113.37199999999986,242.15959027777743,1.528472222222229,0.0,340.0,1973.0,6366.566666666662
2007-03-01,517.5640000000016,107.62799999999967,241.3214027777777,1.508888888888894,0.0,316.0,1980.0,6330.066666666682
2007-03-02,515.6880000000006,107.00799999999968,240.59159722222205,1.5068055555555597,0.0,340.0,1969.0,6285.799999999999
2007-03-03,819.1220000000008,134.99199999999985,241.28808333333322,2.4011111111111187,0.0,347.0,4597.0,8708.033333333333
2007-03-04,2090.700000000001,175.6820000000002,240.02979861111137,6.158194444444437,1476.0,8711.0,9408.0,15250.00000000001
2007-03-05,2660.332000000001,205.95599999999956,240.0309097222223,7.8402777777777946,5727.0,12109.0,10026.0,16476.86666666667
2007-03-06,1246.4999999999977,186.14800000000056,240.98806944444462,3.6956944444444533,0.0,1740.0,4700.0,14335.000000000035
2007-03-07,2375.2060000000024,171.19999999999933,240.3235625000004,6.934999999999999,1076.0,4761.0,15513.0,18236.766666666645
2007-03-08,1572.1319999999964,187.40400000000074,240.66542361111095,4.665138888888918,2180.0,3385.0,6655.0,13982.200000000003
2007-03-09,1272.6119999999996,119.23799999999964,240.88846527777787,3.7312499999999975,1093.0,345.0,8631.0,11141.200000000008
2007-03-10,2484.712000000008,243.52799999999965,239.8028333333331,7.341944444444424,4130.0,5422.0,10979.0,20880.866666666658
2007-03-11,3480.636000000001,173.37399999999988,240.00729166666602,10.121527777777764,4810.0,3420.0,9500.0,40280.59999999999
2007-03-12,1950.6680000000008,134.42199999999966,240.55871527777788,5.728472222222197,1403.0,2841.0,12353.0,15914.133333333351
2007-03-13,1290.1440000000034,126.71799999999979,240.89796527777773,3.8056944444444487,1350.0,3859.0,5323.0,10970.399999999994
2007-03-14,1793.3639999999998,157.52199999999974,240.77729166666626,5.2674999999999965,3485.0,480.0,8607.0,17317.400000000005
2007-03-15,1884.8140000000012,159.32600000000022,240.2804930555553,5.523194444444449,0.0,3263.0,11036.0,17114.566666666702
2007-03-16,1702.053999999999,130.2079999999997,239.52713194444436,4.992361111111113,1106.0,4604.0,5370.0,17287.566666666666
2007-03-17,2028.090000000002,127.06799999999969,238.2246527777776,5.9461111111111125,2208.0,359.0,12275.0,18959.499999999978
2007-03-18,2371.045999999996,241.45000000000047,241.0478194444448,7.00791666666668,6564.0,7369.0,5856.0,19728.433333333367
2007-03-19,2152.5179999999987,144.76400000000004,240.4970902777781,6.281944444444447,1648.0,2686.0,14118.0,17423.29999999999
2007-03-20,2086.2279999999996,164.87000000000003,240.81563888888883,6.151249999999973,3745.0,2837.0,11255.0,16933.466666666685
2007-03-21,2142.092000000001,142.83000000000007,240.9866458333335,6.2372222222222184,1865.0,4133.0,12335.0,17368.533333333333
2007-03-22,1454.9779999999998,113.82600000000001,241.76352777777765,4.223055555555545,353.0,736.0,10462.0,12698.633333333335
2007-03-23,1309.008,119.48799999999996,241.64547916666692,3.8037500000000106,1127.0,777.0,8369.0,11543.800000000012
2007-03-24,2968.430000000003,191.02399999999994,239.70447222222222,8.70333333333334,3707.0,5797.0,16382.0,23587.833333333336
2007-03-25,3336.6530000000016,236.20000000000022,240.03453819444476,9.717152777777779,4630.0,3600.0,9358.0,38022.88333333333
2007-03-26,1416.0819999999994,160.96600000000058,241.3368124999996,4.1830555555555575,1088.0,344.0,9096.0,13073.366666666667
2007-03-27,1105.1399999999999,151.7259999999999,240.60197916666698,3.296527777777787,0.0,3019.0,3697.0,11703.0
2007-03-28,2333.8980000000015,196.51799999999974,240.44461111111087,6.8545833333333235,1122.0,8527.0,13888.0,15361.300000000007
2007-03-29,1590.405999999999,198.69600000000005,240.53668749999997,4.6768055555555685,1162.0,460.0,10724.0,14160.766666666657
2007-03-30,1402.3939999999977,181.12799999999973,241.0392291666669,4.189583333333329,1094.0,468.0,8217.0,13594.233333333344
2007-03-31,3509.510000000001,231.5040000000003,239.26077083333337,10.26472222222221,2620.0,7707.0,17682.0,30482.83333333335
2007-04-01,2785.952000000006,202.55199999999996,240.024486111112,8.149444444444443,4629.0,5401.0,19509.0,16893.533333333326
2007-04-02,1960.7780000000037,174.33599999999993,240.46011805555565,5.7126388888888835,1755.0,970.0,16641.0,13313.633333333326
2007-04-03,1642.819999999997,168.76,240.50495833333335,4.846249999999992,3630.0,1042.0,7637.0,15071.333333333325
2007-04-04,2051.867999999997,172.31800000000018,240.33178472222215,5.986249999999983,3434.0,420.0,14748.0,15595.79999999999
2007-04-05,1844.078,244.53800000000035,241.17310416666655,5.491527777777777,1086.0,4277.0,10523.0,14848.633333333306
2007-04-06,1601.1400000000006,143.21399999999957,241.18445138888868,4.68861111111111,0.0,5466.0,9166.0,12053.66666666665
2007-04-07,1553.9239999999988,138.72999999999988,240.37859027777787,4.564583333333327,1127.0,3111.0,5923.0,15737.73333333332
2007-04-08,1608.8159999999975,135.88199999999998,240.34918055555585,4.7198611111111015,0.0,485.0,3545.0,22783.600000000013
2007-04-09,1000.9200000000026,160.11000000000013,240.55048611111079,2.974583333333331,2667.0,514.0,3801.0,9700.000000000025
2007-04-10,777.3640000000003,148.93999999999983,240.81370138888892,2.3473611111111046,209.0,742.0,2572.0,9433.066666666678
2007-04-11,887.4820000000022,192.44600000000057,241.1548263888888,2.618750000000006,0.0,1112.0,6421.0,7258.366666666682
2007-04-12,537.7060000000009,147.81200000000027,240.25606250000018,1.597916666666673,0.0,541.0,1818.0,6602.766666666664
2007-04-13,551.0220000000013,151.64000000000004,240.05048611111104,1.6433333333333353,0.0,558.0,1988.0,6637.699999999988
2007-04-14,554.2680000000017,155.60999999999962,240.31314583333386,1.6513888888888872,0.0,578.0,2008.0,6651.800000000007
2007-04-15,726.1640000000002,171.5439999999992,240.2366875000001,2.1865277777777763,0.0,1026.0,2893.0,8183.733333333344
2007-04-16,952.3899999999998,186.07399999999967,240.6571388888883,2.8724999999999965,952.0,1305.0,4656.0,8960.166666666662
2007-04-17,1223.7340000000017,218.35399999999976,240.1956666666667,3.6908333333333307,1532.0,389.0,6199.0,12275.566666666655
2007-04-18,998.2460000000004,165.2239999999997,240.14677777777788,2.995416666666655,1579.0,355.0,3430.0,11273.433333333325
2007-04-19,1028.6580000000035,149.65999999999983,240.42984027777783,3.055833333333329,733.0,1605.0,5748.0,9058.299999999981
2007-04-20,822.5799999999998,145.64599999999976,240.1328958333337,2.4948611111111103,1069.0,360.0,3499.0,8781.666666666659
2007-04-21,1673.6559999999981,212.65799999999982,239.21323611111094,5.035694444444444,6575.0,463.0,11129.0,9727.266666666665
2007-04-22,2233.714000000001,267.1940000000004,239.60888194444476,6.68847222222223,4264.0,2287.0,11102.0,19575.56666666668
2007-04-23,1054.5659999999993,135.64000000000013,237.2356458333331,3.264166666666666,1402.0,506.0,6005.0,9663.1
2007-04-24,1032.0999999999995,135.26399999999984,235.34492361111103,3.144861111111102,1125.0,527.0,6680.0,8869.666666666662
2007-04-25,1264.1619999999994,164.7360000000001,234.94111111111096,3.858055555555568,0.0,1469.0,8812.0,10788.366666666667
2007-04-26,1275.4660000000006,163.6059999999997,234.78729861111086,3.9237499999999934,1324.0,1845.0,7163.0,10925.766666666685
2007-04-27,1094.3319999999985,161.92799999999994,235.21616666666645,3.3124999999999996,1772.0,545.0,4756.0,11165.866666666674
2007-04-28,650.5456670247048,262.84183351235214,235.89338099340614,2.0101057703783267,0.0,18.0,0.0,10824.427783745077
2007-04-29,493.3809667024706,191.97048335123515,235.28055719656282,1.5105800214822775,0.0,0.0,0.0,8223.01611170784
2007-04-30,647.359366272825,152.15468313641227,234.80638472669764,1.9793142081393906,1214.0,500.0,1131.0,7944.322771213758
2007-05-01,1663.8579999999988,181.60800000000032,234.6787013888885,5.073333333333332,4005.0,995.0,8546.0,14184.966666666673
2007-05-02,1003.4860000000006,160.09199999999987,235.58207638888894,3.1415277777777724,7.0,1490.0,3754.0,11473.76666666669
2007-05-03,1090.2379999999994,150.94199999999984,235.134888888889,3.3076388888888877,1906.0,1725.0,7836.0,6703.633333333335
2007-05-04,998.1280000000025,174.73999999999953,235.71019444444428,3.0780555555555407,2259.0,538.0,3990.0,9848.466666666649
2007-05-05,1563.052000000002,174.10200000000026,235.03502083333353,4.736111111111106,2913.0,2493.0,11303.0,9341.86666666668
2007-05-06,2102.1040000000007,182.33599999999947,234.4096527777778,6.409027777777774,3215.0,949.0,10095.0,20776.066666666648
2007-05-07,1643.6640000000007,168.9179999999998,234.53697222222254,4.980972222222229,946.0,4935.0,9433.0,12080.4
2007-05-08,1789.2920000000001,181.61200000000022,234.90623611111175,5.356388888888906,4581.0,2011.0,8777.0,14452.533333333336
2007-05-09,1665.7359999999992,183.48399999999995,234.87372222222209,5.056111111111112,3018.0,5631.0,9474.0,9639.266666666672
2007-05-10,707.8840000000004,168.31400000000022,235.79625694444456,2.2068055555555466,946.0,534.0,3261.0,7057.066666666668
2007-05-11,979.1539999999999,132.09599999999946,235.22975694444452,3.0276388888888897,926.0,491.0,6471.0,8431.233333333335
2007-05-12,1441.5659999999966,209.1720000000002,234.72290277777802,4.360555555555564,2247.0,1075.0,10408.0,10296.099999999973
2007-05-13,1634.7379999999973,220.67000000000036,235.70870833333336,4.969166666666674,3612.0,2414.0,8958.0,12261.633333333348
2007-05-14,1467.7820000000015,298.552,235.69006944444425,4.574166666666666,3176.0,2417.0,5517.0,13353.033333333327
2007-05-15,904.3919999999999,111.18199999999969,235.61199305555553,2.7333333333333036,0.0,408.0,5318.0,9347.200000000012
2007-05-16,1692.9439999999995,135.89399999999972,235.26081250000024,5.0718055555555495,2213.0,5756.0,9077.0,11169.733333333334
2007-05-17,1231.8159999999982,131.18799999999976,235.8684583333331,3.7209722222222164,1014.0,2073.0,7687.0,9756.266666666688
2007-05-18,1631.5299999999977,171.25800000000015,235.99459722222159,4.876666666666668,3270.0,3913.0,8116.0,11893.166666666666
2007-05-19,1429.4419999999977,167.8580000000003,234.94472222222188,4.319305555555564,4683.0,530.0,7022.0,11589.033333333327
2007-05-20,1968.327999999999,187.53199999999958,235.34811805555574,5.941527777777788,5420.0,1733.0,7611.0,18041.466666666685
2007-05-21,1120.0620000000017,117.27999999999997,234.69190972222225,3.338611111111111,0.0,468.0,9060.0,9139.700000000015
2007-05-22,1132.8519999999992,128.9160000000002,235.48057638888903,3.3998611111111012,931.0,3966.0,3984.0,9999.86666666667
2007-05-23,1464.936000000004,165.87800000000047,234.8124930555551,4.397500000000006,956.0,3792.0,8119.0,11548.599999999984
2007-05-24,1154.3880000000015,135.55999999999952,235.5460625000001,3.4620833333333314,955.0,4116.0,4746.0,9422.80000000001
2007-05-25,1614.2199999999975,174.58800000000048,234.44720138888894,4.863472222222217,8060.0,586.0,6539.0,11718.666666666672
2007-05-26,1512.247999999999,174.23999999999995,235.0698888888888,4.562777777777773,2373.0,2754.0,8628.0,11449.133333333348
2007-05-27,2153.807999999997,219.89399999999998,234.90843749999985,6.506527777777793,4366.0,5534.0,10444.0,15552.80000000001
2007-05-28,1637.4680000000008,151.1000000000002,234.90657638888894,4.921944444444439,4554.0,473.0,9586.0,12678.133333333335
2007-05-29,1061.339999999998,113.2439999999997,235.69434722222212,3.2072222222222195,0.0,1907.0,4332.0,11450.000000000005
2007-05-30,1609.8659999999998,147.05799999999962,234.83139583333326,4.828472222222216,2250.0,5948.0,7804.0,10829.10000000002
2007-05-31,938.5500000000006,129.58599999999984,235.09652777777777,2.791805555555552,935.0,477.0,3552.0,10678.500000000016
2007-06-01,1045.3699999999985,143.34499999999983,235.32296527777777,3.134930555555534,0.0,483.0,7664.0,9275.833333333328
2007-06-02,1484.361999999998,166.10799999999995,234.46902777777788,4.4740277777777795,3971.0,1250.0,7633.0,11885.366666666649
2007-06-03,2108.0259999999994,182.4580000000005,234.76237500000036,6.352916666666666,4985.0,7529.0,8334.0,14285.76666666667
2007-06-04,911.6179999999988,223.19199999999927,234.7480694444445,2.822222222222219,1585.0,836.0,4533.0,8239.633333333335
2007-06-05,1458.8920000000016,255.69199999999998,234.69276388888926,4.465138888888894,4484.0,1027.0,6448.0,12355.86666666668
2007-06-06,1695.8129999999965,231.25099999999995,234.62111458333328,5.111736111111103,3330.0,829.0,11679.0,12425.550000000003
2007-06-07,985.0020000000013,172.33400000000046,234.47880555555562,2.982361111111103,985.0,699.0,3959.0,10773.699999999977
2007-06-08,2148.0459999999994,229.7320000000006,236.19744444444453,6.448194444444447,2799.0,11440.0,11380.0,10181.766666666665
2007-06-09,1105.2599999999998,233.1919999999996,240.6973750000001,3.3024305555555524,852.0,620.0,6920.0,10029.0
2007-06-10,1340.812,239.09199999999987,240.84428472222243,4.005694444444445,4202.0,1924.0,5983.0,10237.866666666647
2007-06-11,794.6539999999994,194.63399999999984,240.85674999999958,2.4179166666666885,0.0,487.0,5328.0,7429.23333333333
2007-06-12,918.7659999999988,216.41599999999957,240.2248958333331,2.8586111111111,1882.0,475.0,3898.0,9057.766666666663
2007-06-13,927.2720000000005,208.2600000000003,240.3976041666668,2.817500000000012,957.0,857.0,5216.0,8424.533333333327
2007-06-14,1259.0839999999998,231.69599999999988,239.8477847222225,3.7833333333333297,3322.0,2147.0,7054.0,8461.733333333337
2007-06-15,989.6040000000004,251.76199999999963,240.46438194444454,3.0662499999999993,2269.0,4011.0,4547.0,5666.400000000006
2007-06-16,2017.7620000000002,307.5579999999992,239.50169444444413,5.974999999999991,3289.0,4498.0,11108.0,14734.366666666674
2007-06-17,1947.0900000000022,239.81399999999982,240.21918055555477,5.769305555555571,4124.0,5038.0,8734.0,14555.49999999999
2007-06-18,678.4740000000023,180.81000000000049,240.77620138888912,2.078750000000008,0.0,529.0,4241.0,6537.899999999984
2007-06-19,845.3059999999987,188.16599999999957,240.26706944444445,2.5656944444444534,973.0,537.0,4386.0,8192.43333333333
2007-06-20,1074.2860000000035,227.30199999999994,240.15616666666622,3.30680555555556,1761.0,2588.0,5106.0,8449.766666666672
2007-06-21,806.945999999999,222.54599999999982,240.57494444444418,2.5008333333333237,932.0,2400.0,3711.0,6406.099999999979
2007-06-22,566.2939999999991,208.5260000000002,240.83563194444457,1.8073611111111039,0.0,951.0,3482.0,5005.233333333328
2007-06-23,477.5660000000013,193.12000000000015,240.3189652777778,1.5356944444444294,0.0,786.0,2402.0,4771.4333333333425
2007-06-24,714.6559999999973,179.36200000000034,241.1322152777776,2.207638888888888,0.0,791.0,3449.0,7670.933333333364
2007-06-25,1072.2019999999993,197.26999999999953,240.42226388888884,3.2499999999999893,1985.0,3621.0,4816.0,7448.033333333345
2007-06-26,944.9079999999974,182.41999999999965,240.0945069444442,2.8770833333333226,971.0,1334.0,5231.0,8212.466666666687
2007-06-27,1480.8259999999977,206.99799999999948,239.75840972222275,4.429166666666647,2603.0,6451.0,7270.0,8356.433333333322
2007-06-28,1295.4379999999987,217.4459999999997,239.4236666666666,3.8895833333333427,0.0,4368.0,9541.0,7681.633333333331
2007-06-29,1304.481999999999,206.28300000000024,240.17944444444467,3.940694444444449,4363.0,667.0,6797.0,9914.366666666652
2007-06-30,1335.3139999999985,188.3540000000003,240.01161111111102,3.97152777777777,3049.0,792.0,8376.0,10038.233333333334
2007-07-01,1026.6639999999995,172.44800000000012,240.06715277777792,3.080694444444438,969.0,736.0,4690.0,10716.066666666668
2007-07-02,967.0319999999984,176.9239999999998,240.67181250000007,2.927777777777767,1018.0,5281.0,3445.0,6373.199999999995
2007-07-03,1059.9119999999991,180.338,240.1869375000001,3.2306944444444494,467.0,3214.0,4695.0,9289.199999999992
2007-07-04,1003.4100000000022,253.3339999999993,240.65963194444453,3.095416666666662,2329.0,2218.0,5632.0,6544.50000000002
2007-07-05,1057.2899999999977,246.7160000000008,240.4444444444444,3.2331944444444423,2922.0,770.0,3973.0,9956.499999999989
2007-07-06,1069.5239999999988,219.3499999999998,240.59945138888867,3.2686111111111074,2826.0,3563.0,4005.0,7431.400000000005
2007-07-07,1358.205999999999,214.04400000000027,239.91013888888907,4.034861111111104,997.0,3047.0,10177.0,8415.766666666666
2007-07-08,1089.0800000000013,196.92000000000067,240.33889583333337,3.2893055555555497,1825.0,2831.0,5277.0,8218.333333333341
2007-07-09,1180.1579999999994,172.4220000000001,240.61764583333348,3.5162499999999928,923.0,594.0,9386.0,8766.300000000007
2007-07-10,908.3239999999973,176.244,239.9830555555556,2.786111111111102,67.0,2227.0,4631.0,8213.733333333339
2007-07-11,722.351999999995,153.85599999999994,241.03003472222255,2.1994444444444334,1015.0,647.0,5284.0,5093.2000000000035
2007-07-12,1069.5819999999999,209.09799999999981,240.76461805555567,3.2336111111111085,1029.0,2550.0,6419.0,7828.366666666665
2007-07-13,794.382000000002,206.69400000000005,240.85480555555594,2.4508333333333145,0.0,633.0,4427.0,8179.700000000004
2007-07-14,1288.1699999999992,258.45,241.29188194444455,3.8940277777777736,3775.0,1968.0,6604.0,9122.50000000002
2007-07-15,1046.5009999999988,276.4939999999999,240.5453333333334,3.224374999999997,862.0,715.0,5585.0,10279.683333333332
2007-07-16,853.6739999999998,233.96000000000012,236.50723611111093,2.660555555555556,830.0,695.0,4176.0,8526.899999999994
2007-07-17,719.6320000000031,176.08800000000002,234.7412569444443,2.2762499999999926,848.0,694.0,3335.0,7116.86666666666
2007-07-18,757.0820000000015,156.5140000000006,231.08822916666662,2.3868055555555734,909.0,671.0,4628.0,6410.0333333333465
2007-07-19,677.886000000001,187.01199999999974,234.261861111111,2.1438888888888785,1068.0,703.0,3130.0,6397.100000000015
2007-07-20,1110.4220000000007,223.11800000000036,235.5689027777775,3.451666666666673,2111.0,2418.0,4765.0,9213.033333333324
2007-07-21,1060.2480000000014,236.15800000000038,234.25662500000016,3.291527777777787,428.0,512.0,7756.0,8974.799999999996
2007-07-22,1377.3450000000005,218.7190000000009,235.96226736111115,4.2285416666666595,7091.0,2136.0,5574.0,8154.749999999999
2007-07-23,991.0179999999997,143.77000000000044,234.50086805555532,3.0759722222222314,1747.0,1288.0,3847.0,9634.966666666654
2007-07-24,825.2840000000006,112.80999999999997,235.36304166666636,2.5509722222222213,0.0,1607.0,5599.0,6548.73333333331
2007-07-25,472.5600000000039,108.23399999999951,235.64104861111093,1.479305555555539,0.0,151.0,2333.0,5392.0
2007-07-26,924.5000000000014,115.09199999999976,234.94372222222162,2.838194444444436,975.0,3633.0,4346.0,6454.3333333333085
2007-07-27,1202.5139999999994,120.45599999999992,235.55368055555596,3.623333333333331,1837.0,49.0,7157.0,10998.900000000007
